 ['c_000000000699', 'polyA_site_00006_+_readcount_7', 'ORF_000009', '+', 'no'],
 ['c_000000000702', 'polyA_site_05790_-_readcount_3', 'ORF_005066', '-', 'no'],
 ['c_000000000702', 'polyA_site_05791_-_readcount_7', 'ORF_005066', '-', 'no'],
 ['c_000000000702', 'polyA_site_05792_-_readcount_3', 'ORFr_005442', '-', 'no'],
 ['c_000000000702', 'polyA_site_05793_-_readcount_57', 'ORF_005068', '-', 'no'],
 ['c_000000000702', 'polyA_site_05794_-_readcount_7', 'ORF_005072', '-', 'no'],
 ['c_000000000702', 'polyA_site_05795_-_readcount_6', 'ORF_005074', '-', 'no'],
 ['c_000000000702', 'polyA_site_05796_-_readcount_4', 'ORF_005075', '-', 'no'],
 ['c_000000000702', 'polyA_site_05797_-_readcount_1', 'ORF_005075', '-', 'no'],
 ['c_000000000702', 'polyA_site_05798_-_readcount_11', 'ORF_005076', '-', 'no'],
 ['c_000000000702', 'polyA_site_05799_-_readcount_45', 'ORF_005084', '-', 'no'],
 ['c_000000000702', 'polyA_site_05800_-_readcount_47', 'ORF_005086', '-', 'no'],
 ['c_000000000702', 'polyA_site_05801_-_readcount_1', 'ORF_005087', '-', 'no'],
 ['c_000000000702', 'polyA_site_05802_-_readcount_2', 'ORF_005089', '-', 'no'],
 ['c_000000000702', 'polyA_site_05803_-_readcount_1', 'ORF_005090', '-', 'no'],
 ['c_000000000702', 'polyA_site_05804_-_readcount_6', 'ORF_005091', '-', 'no'],
 ['c_000000000702', 'polyA_site_05805_-_readcount_175', 'ORF_005097', '-', 'no'],
 ['c_000000000702', 'polyA_site_05806_-_readcount_1', 'ORF_005098', '-', 'no'],
 ['c_000000000702', 'polyA_site_05808_-_readcount_34', 'ORF_005099', '-', 'no'],
 ['c_000000000702', 'polyA_site_05809_-_readcount_2', 'ORF_005105', '-', 'no'],
 ['c_000000000702', 'polyA_site_05810_-_readcount_81', 'ORF_005108', '-', 'no'],
 ['c_000000000702', 'polyA_site_05811_-_readcount_1', 'ORF_005111', '-', 'no'],
 ['c_000000000702', 'polyA_site_05812_-_readcount_1', 'ORF_005114', '-', 'no'],
 ['c_000000000702', 'polyA_site_05813_-_readcount_5', 'ORF_005113', '-', 'no'],
 ['c_000000000702', 'polyA_site_05814_-_readcount_7', 'ORF_005115', '-', 'no'],
 ['c_000000000702', 'polyA_site_05815_-_readcount_3', 'ORF_005117', '-', 'no'],
 ['c_000000000702', 'polyA_site_05816_-_readcount_1', 'ORF_005117', '-', 'no'],
 ['c_000000000702', 'polyA_site_05817_-_readcount_3', 'ORFr_005498', '-', 'no'],
 ['c_000000000702', 'polyA_site_05818_-_readcount_3', 'FUN_007728', '-', 'no'],
 ['c_000000000702', 'polyA_site_05819_-_readcount_50', 'ORF_005129', '-', 'no'],
 ['c_000000000702', 'polyA_site_05820_-_readcount_1', 'ORF_005131', '-', 'no'],
 ['c_000000000702', 'polyA_site_05821_-_readcount_1', 'ORF_005131', '-', 'no'],
 ['c_000000000702', 'polyA_site_05823_-_readcount_2', 'ORF_005135', '-', 'no'],
 ['c_000000000702', 'polyA_site_05824_-_readcount_3', 'ORF_005137', '-', 'no'],
 ['c_000000000702', 'polyA_site_05826_-_readcount_2', 'ORF_005139', '-', 'no'],
 ['c_000000000702', 'polyA_site_05827_-_readcount_12', 'ORF_005140', '-', 'no'],
 ['c_000000000702', 'polyA_site_05828_-_readcount_74', 'ORF_005144', '-', 'no'],
 ['c_000000000702', 'polyA_site_05829_-_readcount_4', 'ORF_005145', '-', 'no'],
 ['c_000000000702', 'polyA_site_05830_-_readcount_67', 'ORF_005146', '-', 'no'],
 ['c_000000000702', 'polyA_site_05831_-_readcount_1', 'ORF_005146', '-', 'no'],
 ['c_000000000702', 'polyA_site_05832_-_readcount_2', 'ORF_005147', '-', 'no'],
 ['c_000000000702', 'polyA_site_05833_-_readcount_1', 'ORF_005148', '-', 'no'],
 ['c_000000000702', 'polyA_site_05834_-_readcount_2', 'ORF_005151', '-', 'no'],
 ['c_000000000702', 'polyA_site_05835_-_readcount_7', 'ORF_005159', '-', 'no'],
 ['c_000000000702', 'polyA_site_05836_-_readcount_7', 'ORF_005162', '-', 'no'],
 ['c_000000000702', 'polyA_site_05837_-_readcount_5', 'ORF_005166', '-', 'no'],
 ['c_000000000702', 'polyA_site_05838_-_readcount_2', 'ORF_005168', '-', 'no'],
 ['c_000000000702', 'polyA_site_05839_-_readcount_5', 'ORF_005169', '-', 'no'],
 ['c_000000000702', 'polyA_site_05840_-_readcount_6', 'ORF_005170', '-', 'no'],
 ['c_000000000702', 'polyA_site_05841_-_readcount_1', 'ORF_005171', '-', 'no'],
 ['c_000000000702', 'polyA_site_05842_-_readcount_8', 'FUN_007777', '-', 'no'],
 ['c_000000000702', 'polyA_site_05843_-_readcount_12', 'ORF_005172', '-', 'no'],
 ['c_000000000702', 'polyA_site_05844_-_readcount_12', 'ORF_005176', '-', 'no'],
 ['c_000000000702', 'polyA_site_05845_-_readcount_2', 'ORF_005176', '-', 'no'],
 ['c_000000000017', 'polyA_site_05846_-_readcount_675', 'ORF_005186', '-', 'no'],
 ['c_000000000017', 'polyA_site_05847_-_readcount_29', 'ORF_005190', '-', 'no'],
 ['c_000000000017', 'polyA_site_05848_-_readcount_1', 'ORF_005190', '-', 'no'],
 ['c_000000000017', 'polyA_site_05849_-_readcount_5', 'ORF_005192', '-', 'no'],
 ['c_000000000017', 'polyA_site_05850_-_readcount_17', 'ORF_005198', '-', 'no'],
 ['c_000000000017', 'polyA_site_05851_-_readcount_1', 'FUN_004495', '-', 'no'],
 ['c_000000000017', 'polyA_site_05852_-_readcount_3', 'ORF_005200', '-', 'no'],
 ['c_000000000017', 'polyA_site_05853_-_readcount_124', 'ORF_005200', '-', 'no'],
 ['c_000000000017', 'polyA_site_05854_-_readcount_1', 'ORF_005200', '-', 'no'],
 ['c_000000000017', 'polyA_site_05855_-_readcount_4', 'ORF_005203', '-', 'no'],
 ['c_000000000017', 'polyA_site_05856_-_readcount_5', 'ORF_005204', '-', 'no'],
 ['c_000000000017', 'polyA_site_05857_-_readcount_1', 'FUN_004508', '-', 'no'],
 ['c_000000000017', 'polyA_site_05858_-_readcount_2', 'ORF_005206', '-', 'no'],
 ['c_000000000017', 'polyA_site_05859_-_readcount_7', 'ORF_005207', '-', 'no'],
 ['c_000000000017', 'polyA_site_05860_-_readcount_1', 'ORF_005215', '-', 'no'],
 ['c_000000000017', 'polyA_site_05861_-_readcount_2', 'ORF_005216', '-', 'no'],
 ['c_000000000017', 'polyA_site_05862_-_readcount_5', 'ORF_005217', '-', 'no'],
 ['c_000000000017', 'polyA_site_05863_-_readcount_2', 'ORF_005221', '-', 'no'],
 ['c_000000000017', 'polyA_site_05864_-_readcount_8', 'ORF_005221-b', '-', 'no'],
 ['c_000000000017', 'polyA_site_05865_-_readcount_3', 'ORF_005222', '-', 'no'],
 ['c_000000000017', 'polyA_site_05866_-_readcount_2', 'ORF_005225', '-', 'no'],
 ['c_000000000017', 'polyA_site_05867_-_readcount_3', 'ORF_005225', '-', 'no'],
 ['c_000000000017', 'polyA_site_05868_-_readcount_2', 'ORF_005228', '-', 'no'],
 ['c_000000000017', 'polyA_site_05869_-_readcount_13', 'ORF_005228', '-', 'no'],
 ['c_000000000017', 'polyA_site_05870_-_readcount_10', 'ORF_005232', '-', 'no'],
 ['c_000000000017', 'polyA_site_05871_-_readcount_2', 'ORF_005233', '-', 'no'],
 ['c_000000000017', 'polyA_site_05873_-_readcount_29', 'ORF_005236', '-', 'no'],
 ['c_000000000017', 'polyA_site_05874_-_readcount_7', 'ORF_005236', '-', 'no'],
 ['c_000000000017', 'polyA_site_05875_-_readcount_2', 'ORF_005237', '-', 'no'],
 ['c_000000000017', 'polyA_site_05876_-_readcount_1', 'ORF_005237', '-', 'no'],
 ['c_000000000017', 'polyA_site_05877_-_readcount_37', 'ORF_005239', '-', 'no'],
 ['c_000000000017', 'polyA_site_05878_-_readcount_2', 'ORF_005242', '-', 'no'],
 ['c_000000000017', 'polyA_site_05879_-_readcount_7', 'ORF_005243', '-', 'no'],
 ['c_000000000017', 'polyA_site_05880_-_readcount_1', 'ORF_005248', '-', 'no'],
 ['c_000000000017', 'polyA_site_05881_-_readcount_1', 'ORF_005248', '-', 'no'],
 ['c_000000000017', 'polyA_site_05882_-_readcount_1', 'ORF_005249', '-', 'no'],
 ['c_000000000017', 'polyA_site_05883_-_readcount_3', 'ORF_005252', '-', 'no'],
 ['c_000000000017', 'polyA_site_05884_-_readcount_18', 'ORF_005256', '-', 'no'],
 ['c_000000000017', 'polyA_site_05885_-_readcount_6', 'ORF_005256', '-', 'no'],
 ['c_000000000017', 'polyA_site_05886_-_readcount_1', 'ORF_005257', '-', 'no'],
 ['c_000000000017', 'polyA_site_05887_-_readcount_1', 'ORF_005262', '-', 'no'],
 ['c_000000000017', 'polyA_site_05888_-_readcount_1', 'ORF_005264', '-', 'no'],
 ['c_000000000017', 'polyA_site_05889_-_readcount_7', 'ORF_005263', '-', 'no'],
 ['c_000000000017', 'polyA_site_05891_-_readcount_6', 'ORFr_005656', '-', 'no'],
 ['c_000000000017', 'polyA_site_05892_-_readcount_79', 'ORF_005276', '-', 'no'],
 ['c_000000000017', 'polyA_site_05893_-_readcount_9', 'ORF_005276', '-', 'no'],
 ['c_000000000017', 'polyA_site_05894_-_readcount_39', 'ORF_005278', '-', 'no'],
 ['c_000000000017', 'polyA_site_05895_-_readcount_2', 'ORF_005279', '-', 'no'],
 ['c_000000000017', 'polyA_site_05896_-_readcount_1', 'ORFr_005665', '-', 'no'],
 ['c_000000000017', 'polyA_site_05897_-_readcount_1', 'FUN_004617', '-', 'no'],
 ['c_000000000017', 'polyA_site_05898_-_readcount_1', 'ORF_005293', '-', 'no'],
 ['c_000000000017', 'polyA_site_05903_-_readcount_60', 'ORF_005301', '-', 'no'],
 ['c_000000000017', 'polyA_site_05904_-_readcount_14', 'ORF_005301', '-', 'no'],
 ['c_000000000017', 'polyA_site_05905_-_readcount_48', 'ORF_005301', '-', 'no'],
 ['c_000000000017', 'polyA_site_05906_-_readcount_2', 'ORF_005301', '-', 'no'],
 ['c_000000000017', 'polyA_site_05907_-_readcount_145', 'ORF_005307', '-', 'no'],
 ['c_000000000017', 'polyA_site_05908_-_readcount_4', 'ORF_005308', '-', 'no'],
 ['c_000000000017', 'polyA_site_05909_-_readcount_285', 'ORF_005310', '-', 'no'],
 ['c_000000000017', 'polyA_site_05910_-_readcount_1', 'ORF_005314', '-', 'no'],
 ['c_000000000017', 'polyA_site_05911_-_readcount_2', 'ORF_005315', '-', 'no'],
 ['c_000000000017', 'polyA_site_05912_-_readcount_55', 'ORF_005318', '-', 'no'],
 ['c_000000000017', 'polyA_site_05914_-_readcount_4', 'ORF_005323', '-', 'no'],
 ['c_000000000017', 'polyA_site_05915_-_readcount_2', 'ORF_005324', '-', 'no'],
 ['c_000000000017', 'polyA_site_05916_-_readcount_1', 'ORF_005329', '-', 'no'],
 ['c_000000000017', 'polyA_site_05917_-_readcount_4', 'ORF_005331', '-', 'no'],
 ['c_000000000017', 'polyA_site_05918_-_readcount_1', 'ORF_005332', '-', 'no'],
 ['c_000000000017', 'polyA_site_05919_-_readcount_5', 'ORF_005332', '-', 'no'],
 ['c_000000000017', 'polyA_site_05920_-_readcount_12', 'ORF_005334', '-', 'no'],
 ['c_000000000017', 'polyA_site_05921_-_readcount_10', 'ORF_005336', '-', 'no'],
 ['c_000000000017', 'polyA_site_05922_-_readcount_9', 'ORF_005339', '-', 'no'],
 ['c_000000000017', 'polyA_site_05923_-_readcount_2', 'ORF_005344', '-', 'no'],
 ['c_000000000017', 'polyA_site_05924_-_readcount_3', 'ORF_005345', '-', 'no'],
 ['c_000000000017', 'polyA_site_05925_-_readcount_3', 'ORF_005346', '-', 'no'],
 ['c_000000000017', 'polyA_site_05926_-_readcount_48', 'ORF_005347', '-', 'no'],
 ['c_000000000017', 'polyA_site_05927_-_readcount_1', 'ORF_005347', '-', 'no'],
 ['c_000000000017', 'polyA_site_05928_-_readcount_2', 'ORF_005351', '-', 'no'],
 ['c_000000000017', 'polyA_site_05929_-_readcount_14', 'ORF_005352', '-', 'no'],
 ['c_000000000017', 'polyA_site_05930_-_readcount_2', 'ORF_005356', '-', 'no'],
 ['c_000000000017', 'polyA_site_05931_-_readcount_71', 'ORF_005357', '-', 'no'],
 ['c_000000000017', 'polyA_site_05932_-_readcount_134', 'ORF_005358', '-', 'no'],
 ['c_000000000017', 'polyA_site_05933_-_readcount_6', 'ORF_005358', '-', 'no'],
 ['c_000000000017', 'polyA_site_05934_-_readcount_51', 'ORF_005364', '-', 'no'],
 ['c_000000000017', 'polyA_site_05935_-_readcount_2', 'ORF_005364', '-', 'no'],
 ['c_000000000017', 'polyA_site_05936_-_readcount_3', 'ORF_005365', '-', 'no'],
 ['c_000000000017', 'polyA_site_05937_-_readcount_1', 'ORF_005370-a', '-', 'no'],
 ['c_000000000017', 'polyA_site_05938_-_readcount_34', 'ORF_005370-a', '-', 'no'],
 ['c_000000000017', 'polyA_site_05939_-_readcount_1', 'ORF_005370-a', '-', 'no'],
 ['c_000000000017', 'polyA_site_05940_-_readcount_6', 'ORF_005370', '-', 'no'],
 ['c_000000000017', 'polyA_site_05941_-_readcount_1', 'ORF_005373', '-', 'no'],
 ['c_000000000017', 'polyA_site_05943_-_readcount_2', 'ORF_005381', '-', 'no'],
 ['c_000000000017', 'polyA_site_05944_-_readcount_7', 'ORF_005388', '-', 'no'],
 ['c_000000000017', 'polyA_site_05945_-_readcount_1', 'ORF_005390', '-', 'no'],
 ['c_000000000017', 'polyA_site_05946_-_readcount_4', 'ORF_005392', '-', 'no'],
 ['c_000000000017', 'polyA_site_05947_-_readcount_1', 'ORF_005392', '-', 'no'],
 ['c_000000000017', 'polyA_site_05948_-_readcount_2', 'ORF_005393', '-', 'no'],
 ['c_000000000017', 'polyA_site_05949_-_readcount_1', 'ORF_005394', '-', 'no'],
 ['c_000000000017', 'polyA_site_05950_-_readcount_19', 'ORF_005394', '-', 'no'],
 ['c_000000000017', 'polyA_site_05951_-_readcount_1', 'ORF_005394', '-', 'no'],
 ['c_000000000017', 'polyA_site_05952_-_readcount_5', 'ORF_005396', '-', 'no'],
 ['c_000000000017', 'polyA_site_05953_-_readcount_10', 'ORF_005399', '-', 'no'],
 ['c_000000000017', 'polyA_site_05954_-_readcount_2', 'ORF_005400', '-', 'no'],
 ['c_000000000017', 'polyA_site_05955_-_readcount_11', 'ORF_005401', '-', 'no'],
 ['c_000000000017', 'polyA_site_05956_-_readcount_1', 'ORF_005404', '-', 'no'],
 ['c_000000000017', 'polyA_site_05957_-_readcount_1', 'ORF_005407', '-', 'no'],
 ['c_000000000017', 'polyA_site_05958_-_readcount_2', 'ORF_005408', '-', 'no'],
 ['c_000000000017', 'polyA_site_05959_-_readcount_20', 'ORF_005410', '-', 'no'],
 ['c_000000000017', 'polyA_site_05960_-_readcount_7', 'FUN_004765', '-', 'no'],
 ['c_000000000017', 'polyA_site_05961_-_readcount_11', 'ORF_005416', '-', 'no'],
 ['c_000000000017', 'polyA_site_05963_-_readcount_1', 'ORF_005422', '-', 'no'],
 ['c_000000000017', 'polyA_site_05964_-_readcount_2', 'ORF_005436', '-', 'no'],
 ['c_000000000017', 'polyA_site_05965_-_readcount_6', 'ORF_005437', '-', 'no'],
 ['c_000000000021', 'polyA_site_05968_-_readcount_1', 'ORF_005440', '-', 'no'],
 ['c_000000000021', 'polyA_site_05970_-_readcount_2', 'ORF_005444', '-', 'no'],
 ['c_000000000021', 'polyA_site_05971_-_readcount_2', 'ORF_005444', '-', 'no'],
 ['c_000000000021', 'polyA_site_05972_-_readcount_1', 'ORF_005444', '-', 'no'],
 ['c_000000000021', 'polyA_site_05973_-_readcount_3', 'ORF_005445', '-', 'no'],
 ['c_000000000021', 'polyA_site_05974_-_readcount_2', 'ORF_005445', '-', 'no'],
 ['c_000000000021', 'polyA_site_05975_-_readcount_13', 'ORFr_005851', '-', 'no'],
 ['c_000000000021', 'polyA_site_05976_-_readcount_1', 'ORF_005449', '-', 'no'],
 ['c_000000000021', 'polyA_site_05977_-_readcount_6', 'ORF_005451', '-', 'no'],
 ['c_000000000021', 'polyA_site_05978_-_readcount_1', 'ORF_005451', '-', 'no'],
 ['c_000000000021', 'polyA_site_05979_-_readcount_2', 'ORF_005454', '-', 'no'],
 ['c_000000000021', 'polyA_site_05980_-_readcount_25', 'ORF_005456', '-', 'no'],
 ['c_000000000021', 'polyA_site_05981_-_readcount_3', 'ORF_005457', '-', 'no'],
 ['c_000000000021', 'polyA_site_05982_-_readcount_2', 'ORFr_005861', '-', 'no'],
 ['c_000000000021', 'polyA_site_05983_-_readcount_1', 'ORF_005458', '-', 'no'],
 ['c_000000000021', 'polyA_site_05984_-_readcount_1', 'ORF_005458', '-', 'no'],
 ['c_000000000021', 'polyA_site_05986_-_readcount_3', 'ORF_005465', '-', 'no'],
 ['c_000000000021', 'polyA_site_05987_-_readcount_1', 'ORF_005465', '-', 'no'],
 ['c_000000000021', 'polyA_site_05988_-_readcount_10', 'ORF_005467', '-', 'no'],
 ['c_000000000021', 'polyA_site_05989_-_readcount_1', 'ORF_005470', '-', 'no'],
 ['c_000000000021', 'polyA_site_05990_-_readcount_1', 'ORF_005473-b', '-', 'no'],
 ['c_000000000021', 'polyA_site_05991_-_readcount_8', 'ORF_005476', '-', 'no'],
 ['c_000000000021', 'polyA_site_05992_-_readcount_3', 'ORF_005477', '-', 'no'],
 ['c_000000000021', 'polyA_site_05993_-_readcount_3', 'ORF_005481', '-', 'no'],
 ['c_000000000021', 'polyA_site_05994_-_readcount_3', 'ORF_005481', '-', 'no'],
 ['c_000000000021', 'polyA_site_05995_-_readcount_2', 'ORF_005486', '-', 'no'],
 ['c_000000000021', 'polyA_site_05996_-_readcount_5', 'ORF_005489', '-', 'no'],
 ['c_000000000021', 'polyA_site_05997_-_readcount_4', 'ORF_005489', '-', 'no'],
 ['c_000000000021', 'polyA_site_05998_-_readcount_3', 'FUN_005133', '-', 'no'],
 ['c_000000000021', 'polyA_site_05999_-_readcount_1', 'ORF_005491', '-', 'no'],
 ['c_000000000021', 'polyA_site_06000_-_readcount_7', 'ORF_005495', '-', 'no'],
 ['c_000000000021', 'polyA_site_06001_-_readcount_11', 'ORF_005496', '-', 'no'],
 ['c_000000000021', 'polyA_site_06002_-_readcount_6', 'ORF_005497', '-', 'no'],
 ['c_000000000021', 'polyA_site_06003_-_readcount_2', 'ORF_005503', '-', 'no'],
 ['c_000000000021', 'polyA_site_06004_-_readcount_1', 'ORF_005506', '-', 'no'],
 ['c_000000000021', 'polyA_site_06005_-_readcount_3', 'ORF_005507', '-', 'no'],
 ['c_000000000021', 'polyA_site_06006_-_readcount_2', 'ORF_005508', '-', 'no'],
 ['c_000000000021', 'polyA_site_06007_-_readcount_3', 'ORF_005509', '-', 'no'],
 ['c_000000000021', 'polyA_site_06008_-_readcount_22', 'ORF_005510', '-', 'no'],
 ['c_000000000021', 'polyA_site_06009_-_readcount_1', 'ORF_005510', '-', 'no'],
 ['c_000000000021', 'polyA_site_06010_-_readcount_1', 'ORF_005511', '-', 'no'],
 ['c_000000000021', 'polyA_site_06011_-_readcount_1', 'ORF_005511', '-', 'no'],
 ['c_000000000021', 'polyA_site_06012_-_readcount_23', 'ORF_005511', '-', 'no'],
 ['c_000000000021', 'polyA_site_06013_-_readcount_1', 'ORF_005515-b', '-', 'no'],
 ['c_000000000021', 'polyA_site_06014_-_readcount_1', 'ORF_005516', '-', 'no'],
 ['c_000000000021', 'polyA_site_06015_-_readcount_77', 'ORF_005519', '-', 'no'],
 ['c_000000000021', 'polyA_site_06016_-_readcount_8', 'ORF_005519', '-', 'no'],
 ['c_000000000021', 'polyA_site_06017_-_readcount_10', 'ORF_005519', '-', 'no'],
 ['c_000000000021', 'polyA_site_06018_-_readcount_4', 'ORF_005519', '-', 'no'],
 ['c_000000000021', 'polyA_site_06019_-_readcount_7', 'ORF_005520', '-', 'no'],
 ['c_000000000021', 'polyA_site_06020_-_readcount_9', 'ORF_005521', '-', 'no'],
 ['c_000000000021', 'polyA_site_06021_-_readcount_1', 'ORF_005521', '-', 'no'],
 ['c_000000000021', 'polyA_site_06022_-_readcount_16', 'ORF_005522', '-', 'no'],
 ['c_000000000021', 'polyA_site_06023_-_readcount_1', 'ORF_005523', '-', 'no'],
 ['c_000000000021', 'polyA_site_06024_-_readcount_2', 'ORF_005524', '-', 'no'],
 ['c_000000000021', 'polyA_site_06025_-_readcount_3', 'ORF_005526', '-', 'no'],
 ['c_000000000021', 'polyA_site_06026_-_readcount_1', 'ORF_005529', '-', 'no'],
 ['c_000000000021', 'polyA_site_06027_-_readcount_1', 'ORF_005530', '-', 'no'],
 ['c_000000000021', 'polyA_site_06028_-_readcount_9', 'ORF_005530', '-', 'no'],
 ['c_000000000021', 'polyA_site_06029_-_readcount_3', 'ORF_005530', '-', 'no'],
 ['c_000000000021', 'polyA_site_06030_-_readcount_1', 'ORFr_005937', '-', 'no'],
 ['c_000000000021', 'polyA_site_06031_-_readcount_4', 'ORFr_005945', '-', 'no'],
 ['c_000000000021', 'polyA_site_06034_-_readcount_3', 'ORF_005541', '-', 'no'],
 ['c_000000000021', 'polyA_site_06035_-_readcount_1', 'ORF_005542', '-', 'no'],
 ['c_000000000021', 'polyA_site_06038_-_readcount_1', 'ORFr_005954', '-', 'no'],
 ['c_000000000021', 'polyA_site_06039_-_readcount_1', 'ORF_005544', '-', 'no'],
 ['c_000000000021', 'polyA_site_06040_-_readcount_3', 'ORF_005545', '-', 'no'],
 ['c_000000000021', 'polyA_site_06041_-_readcount_2', 'ORF_005546', '-', 'no'],
 ['c_000000000021', 'polyA_site_06042_-_readcount_11', 'ORF_005553', '-', 'no'],
 ['c_000000000021', 'polyA_site_06043_-_readcount_1', 'ORF_005554', '-', 'no'],
 ['c_000000000021', 'polyA_site_06044_-_readcount_2', 'FUN_005217', '-', 'no'],
 ['c_000000000021', 'polyA_site_06045_-_readcount_4', 'ORF_005559', '-', 'no'],
 ['c_000000000021', 'polyA_site_06046_-_readcount_9', 'ORF_005561', '-', 'no'],
 ['c_000000000021', 'polyA_site_06047_-_readcount_1', 'ORF_005561', '-', 'no'],
 ['c_000000000021', 'polyA_site_06048_-_readcount_1', 'FUN_005231', '-', 'no'],
 ['c_000000000021', 'polyA_site_06049_-_readcount_2', 'ORFr_005981', '-', 'no'],
 ['c_000000000021', 'polyA_site_06050_-_readcount_7', 'ORF_005567', '-', 'no'],
 ['c_000000000021', 'polyA_site_06051_-_readcount_1', 'ORF_005567', '-', 'no'],
 ['c_000000000021', 'polyA_site_06052_-_readcount_2', 'ORF_005569', '-', 'no'],
 ['c_000000000021', 'polyA_site_06053_-_readcount_2', 'ORF_005570', '-', 'no'],
 ['c_000000000021', 'polyA_site_06054_-_readcount_2', 'ORF_005573', '-', 'no'],
 ['c_000000000021', 'polyA_site_06055_-_readcount_96', 'ORF_005573', '-', 'no'],
 ['c_000000000021', 'polyA_site_06056_-_readcount_1', 'ORF_005573', '-', 'no'],
 ['c_000000000021', 'polyA_site_06057_-_readcount_3', 'ORFr_005993', '-', 'no'],
 ['c_000000000021', 'polyA_site_06058_-_readcount_92', 'ORF_005576', '-', 'no'],
 ['c_000000000021', 'polyA_site_06059_-_readcount_79', 'ORF_005577', '-', 'no'],
 ['c_000000000021', 'polyA_site_06060_-_readcount_5', 'ORF_005578', '-', 'no'],
 ['c_000000000021', 'polyA_site_06061_-_readcount_4', 'ORF_005581', '-', 'no'],
 ['c_000000000021', 'polyA_site_06063_-_readcount_1', 'ORF_005584', '-', 'no'],
 ['c_000000000021', 'polyA_site_06064_-_readcount_4', 'ORF_005587', '-', 'no'],
 ['c_000000000021', 'polyA_site_06065_-_readcount_415', 'ORF_005588', '-', 'no'],
 ['c_000000000021', 'polyA_site_06066_-_readcount_2', 'ORF_005588', '-', 'no'],
 ['c_000000000021', 'polyA_site_06067_-_readcount_92', 'ORF_005590', '-', 'no'],
 ['c_000000000021', 'polyA_site_06068_-_readcount_2', 'ORF_005590', '-', 'no'],
 ['c_000000000021', 'polyA_site_06069_-_readcount_8', 'ORF_005593', '-', 'no'],
 ['c_000000000021', 'polyA_site_06070_-_readcount_3', 'ORF_005597', '-', 'no'],
 ['c_000000000021', 'polyA_site_06071_-_readcount_2', 'ORF_005603', '-', 'no'],
 ['c_000000000021', 'polyA_site_06072_-_readcount_11', 'ORF_005604', '-', 'no'],
 ['c_000000000021', 'polyA_site_06073_-_readcount_124', 'ORF_005605', '-', 'no'],
 ['c_000000000021', 'polyA_site_06074_-_readcount_1', 'ORF_005606', '-', 'no'],
 ['c_000000000021', 'polyA_site_06075_-_readcount_6', 'ORFr_006036', '-', 'no'],
 ['c_000000000021', 'polyA_site_06076_-_readcount_1', 'ORF_005617', '-', 'no'],
 ['c_000000000021', 'polyA_site_06077_-_readcount_6', 'ORFr_006044', '-', 'no'],
 ['c_000000000021', 'polyA_site_06078_-_readcount_3', 'ORF_005624', '-', 'no'],
 ['c_000000000021', 'polyA_site_06079_-_readcount_5', 'ORF_005625', '-', 'no'],
 ['c_000000000021', 'polyA_site_06080_-_readcount_2', 'ORF_005625-b', '-', 'no'],
 ['c_000000000021', 'polyA_site_06081_-_readcount_131', 'ORF_005625-b', '-', 'no'],
 ['c_000000000021', 'polyA_site_06082_-_readcount_4', 'ORF_005625-b', '-', 'no'],
 ['c_000000000021', 'polyA_site_06083_-_readcount_1', 'ORF_005626', '-', 'no'],
 ['c_000000000021', 'polyA_site_06084_-_readcount_5', 'ORF_005626-b', '-', 'no'],
 ['c_000000000021', 'polyA_site_06085_-_readcount_7', 'ORF_005627', '-', 'no'],
 ['c_000000000021', 'polyA_site_06086_-_readcount_15', 'ORF_005630', '-', 'no'],
 ['c_000000000021', 'polyA_site_06087_-_readcount_7', 'ORF_005636', '-', 'no'],
 ['c_000000000021', 'polyA_site_06088_-_readcount_78', 'ORF_005637-b', '-', 'no'],
 ['c_000000000021', 'polyA_site_06089_-_readcount_4', 'ORF_005637-b', '-', 'no'],
 ['c_000000000021', 'polyA_site_06090_-_readcount_1', 'ORF_005637-b', '-', 'no'],
 ['c_000000000021', 'polyA_site_06091_-_readcount_2', 'FUN_005322', '-', 'no'],
 ['c_000000000021', 'polyA_site_06093_-_readcount_10', 'ORF_005641', '-', 'no'],
 ['c_000000000021', 'polyA_site_06094_-_readcount_38', 'ORF_005648-b', '-', 'no'],
 ['c_000000000021', 'polyA_site_06095_-_readcount_124', 'ORF_005649', '-', 'no'],
 ['c_000000000021', 'polyA_site_06096_-_readcount_1', 'ORF_005650', '-', 'no'],
 ['c_000000000021', 'polyA_site_06097_-_readcount_29', 'ORF_005656', '-', 'no'],
 ['c_000000000021', 'polyA_site_06098_-_readcount_1', 'ORF_005656', '-', 'no'],
 ['c_000000000021', 'polyA_site_06099_-_readcount_9', 'ORF_005658', '-', 'no'],
 ['c_000000000021', 'polyA_site_06100_-_readcount_1', 'ORF_005661', '-', 'no'],
 ['c_000000000021', 'polyA_site_06101_-_readcount_1', 'FUN_005344', '-', 'no'],
 ['c_000000000021', 'polyA_site_06102_-_readcount_2', 'ORF_005662', '-', 'no'],
 ['c_000000000021', 'polyA_site_06103_-_readcount_18', 'ORF_005666', '-', 'no'],
 ['c_000000000021', 'polyA_site_06104_-_readcount_2', 'ORF_005666', '-', 'no'],
 ['c_000000000021', 'polyA_site_06105_-_readcount_5', 'ORFr_006090', '-', 'no'],
 ['c_000000000021', 'polyA_site_06106_-_readcount_4', 'ORF_005667', '-', 'no'],
