[['c_000000000699', 'polyA_site_00001_+_readcount_1', 'FUN_006903', '+'],
 ['c_000000000014', 'polyA_site_05467_-_readcount_1', 'ORF_004405', '-'],
 ['c_000000000014', 'polyA_site_05468_-_readcount_1', 'ORF_004408', '-'],
 ['c_000000000014', 'polyA_site_05469_-_readcount_2', 'ORF_004409', '-'],
 ['c_000000000014', 'polyA_site_05470_-_readcount_16', 'ORF_004410', '-'],
 ['c_000000000014', 'polyA_site_05471_-_readcount_2', 'ORF_004410', '-'],
 ['c_000000000014', 'polyA_site_05472_-_readcount_1', 'ORF_004413', '-'],
 ['c_000000000014', 'polyA_site_05473_-_readcount_7', 'ORF_004415-a', '-'],
 ['c_000000000014', 'polyA_site_05474_-_readcount_18', 'ORF_004415', '-'],
 ['c_000000000014', 'polyA_site_05475_-_readcount_2', 'ORF_004418-a', '-'],
 ['c_000000000014', 'polyA_site_05477_-_readcount_19', 'ORF_004419', '-'],
 ['c_000000000014', 'polyA_site_05478_-_readcount_1', 'ORF_004420', '-'],
 ['c_000000000014', 'polyA_site_05479_-_readcount_2', 'ORF_004420', '-'],
 ['c_000000000014', 'polyA_site_05481_-_readcount_3', 'ORF_004431', '-'],
 ['c_000000000014', 'polyA_site_05482_-_readcount_1', 'ORF_004432', '-'],
 ['c_000000000014', 'polyA_site_05483_-_readcount_2', 'ORF_004433', '-'],
 ['c_000000000014', 'polyA_site_05484_-_readcount_4', 'ORF_004437', '-'],
 ['c_000000000014', 'polyA_site_05485_-_readcount_5', 'ORF_004438', '-'],
 ['c_000000000014', 'polyA_site_05486_-_readcount_98', 'ORF_004438-b', '-'],
 ['c_000000000014', 'polyA_site_05487_-_readcount_19', 'ORF_004438-b', '-'],
 ['c_000000000014', 'polyA_site_05489_-_readcount_1', 'ORF_004442', '-'],
 ['c_000000000014', 'polyA_site_05491_-_readcount_17', 'ORF_004444', '-'],
 ['c_000000000014', 'polyA_site_05492_-_readcount_1', 'ORF_004444', '-'],
 ['c_000000000014', 'polyA_site_05493_-_readcount_9', 'ORF_004444-b', '-'],
 ['c_000000000014', 'polyA_site_05494_-_readcount_4', 'ORF_004446', '-'],
 ['c_000000000014', 'polyA_site_05495_-_readcount_26', 'ORF_004450', '-'],
 ['c_000000000014', 'polyA_site_05496_-_readcount_1', 'ORF_004450', '-'],
 ['c_000000000014', 'polyA_site_05498_-_readcount_4', 'ORF_004452', '-'],
 ['c_000000000014', 'polyA_site_05500_-_readcount_43', 'ORF_004455', '-'],
 ['c_000000000014', 'polyA_site_05502_-_readcount_1', 'FUN_003444-a', '-'],
 ['c_000000000014', 'polyA_site_05504_-_readcount_3', 'ORFr_004801', '-'],
 ['c_000000000014', 'polyA_site_05508_-_readcount_3', 'ORF_004476', '-'],
 ['c_000000000014', 'polyA_site_05509_-_readcount_1', 'ORF_004477', '-'],
 ['c_000000000014', 'polyA_site_05513_-_readcount_2', 'ORF_004493', '-'],
 ['c_000000000014', 'polyA_site_05514_-_readcount_5', 'ORF_004493', '-'],
 ['c_000000000014', 'polyA_site_05515_-_readcount_1', 'ORF_004494', '-'],
 ['c_000000000014', 'polyA_site_05516_-_readcount_1', 'ORF_004499', '-'],
 ['c_000000000014', 'polyA_site_05518_-_readcount_3', 'ORF_004504', '-'],
 ['c_000000000014', 'polyA_site_05519_-_readcount_1', 'FUN_003511', '-'],
 ['c_000000000014', 'polyA_site_05521_-_readcount_1', 'ORFr_004848', '-'],
 ['c_000000000014', 'polyA_site_05522_-_readcount_3', 'ORF_004512', '-'],
 ['c_000000000014', 'polyA_site_05527_-_readcount_15', 'ORF_004522-b', '-'],
 ['c_000000000014', 'polyA_site_05528_-_readcount_2', 'ORF_004524', '-'],
 ['c_000000000014', 'polyA_site_05529_-_readcount_8', 'ORF_004527', '-'],
 ['c_000000000014', 'polyA_site_05531_-_readcount_9', 'ORF_004530', '-'],
 ['c_000000000014', 'polyA_site_05532_-_readcount_1', 'ORF_004534-a', '-'],
 ['c_000000000014', 'polyA_site_05534_-_readcount_27', 'ORF_004539', '-'],
 ['c_000000000014', 'polyA_site_05535_-_readcount_3', 'ORF_004539', '-'],
 ['c_000000000014', 'polyA_site_05536_-_readcount_33', 'ORF_004539', '-'],
 ['c_000000000014', 'polyA_site_05537_-_readcount_7', 'ORF_004539', '-'],
 ['c_000000000014', 'polyA_site_05538_-_readcount_4', 'ORF_004539', '-'],
 ['c_000000000014', 'polyA_site_05539_-_readcount_1', 'ORF_004543', '-'],
 ['c_000000000014', 'polyA_site_05541_-_readcount_47', 'FUN_003559', '-'],
 ['c_000000000014', 'polyA_site_05542_-_readcount_9', 'ORF_004548', '-'],
 ['c_000000000014', 'polyA_site_05543_-_readcount_5', 'ORF_004550', '-'],
 ['c_000000000014', 'polyA_site_05544_-_readcount_61', 'ORF_004553', '-'],
 ['c_000000000014', 'polyA_site_05545_-_readcount_105', 'ORF_004556', '-'],
 ['c_000000000014', 'polyA_site_05546_-_readcount_8', 'ORF_004563', '-'],
 ['c_000000000014', 'polyA_site_05547_-_readcount_10', 'ORF_004572', '-'],
 ['c_000000000014', 'polyA_site_05548_-_readcount_1', 'ORF_004572', '-'],
 ['c_000000000014', 'polyA_site_05550_-_readcount_5', 'ORF_004580', '-'],
 ['c_000000000014', 'polyA_site_05551_-_readcount_1', 'ORF_004580', '-'],
 ['c_000000000014', 'polyA_site_05552_-_readcount_1', 'ORF_004584', '-'],
 ['c_000000000014', 'polyA_site_05553_-_readcount_13', 'ORF_004585', '-'],
 ['c_000000000014', 'polyA_site_05554_-_readcount_14', 'ORF_004588', '-'],
 ['c_000000000014', 'polyA_site_05556_-_readcount_19', 'ORF_004594-a', '-'],
 ['c_000000000014', 'polyA_site_05557_-_readcount_9', 'ORF_004596', '-'],
 ['c_000000000014', 'polyA_site_05558_-_readcount_3', 'ORF_004604', '-'],
 ['c_000000000014', 'polyA_site_05559_-_readcount_2', 'ORF_004605', '-'],
 ['c_000000000003', 'polyA_site_05561_-_readcount_30', 'ORF_004617', '-'],
 ['c_000000000003', 'polyA_site_05564_-_readcount_1', 'ORF_004624', '-'],
 ['c_000000000003', 'polyA_site_05565_-_readcount_30', 'FUN_000533', '-'],
 ['c_000000000003', 'polyA_site_05566_-_readcount_2', 'ORF_004625', '-'],
 ['c_000000000003', 'polyA_site_05567_-_readcount_3', 'ORF_004625', '-'],
 ['c_000000000003', 'polyA_site_05568_-_readcount_12', 'ORF_004625', '-'],
 ['c_000000000003', 'polyA_site_05569_-_readcount_19', 'ORF_004627', '-'],
 ['c_000000000003', 'polyA_site_05570_-_readcount_1', 'ORF_004635', '-'],
 ['c_000000000003', 'polyA_site_05572_-_readcount_8', 'ORF_004641', '-'],
 ['c_000000000003', 'polyA_site_05574_-_readcount_2', 'ORF_004646', '-'],
 ['c_000000000003', 'polyA_site_05575_-_readcount_1', 'ORF_004647', '-'],
 ['c_000000000003', 'polyA_site_05576_-_readcount_4', 'ORF_004649', '-'],
 ['c_000000000003', 'polyA_site_05577_-_readcount_11', 'ORF_004650', '-'],
 ['c_000000000003', 'polyA_site_05579_-_readcount_2', 'ORF_004655', '-'],
 ['c_000000000003', 'polyA_site_05580_-_readcount_3', 'ORF_004662', '-'],
 ['c_000000000003', 'polyA_site_05581_-_readcount_1', 'ORF_004677', '-'],
 ['c_000000000003', 'polyA_site_05583_-_readcount_1', 'ORF_004679', '-'],
 ['c_000000000003', 'polyA_site_05584_-_readcount_6', 'ORF_004682', '-'],
 ['c_000000000003', 'polyA_site_05585_-_readcount_6', 'ORF_004684', '-'],
 ['c_000000000003', 'polyA_site_05586_-_readcount_1', 'FUN_000610', '-'],
 ['c_000000000003', 'polyA_site_05587_-_readcount_5', 'FUN_000610', '-'],
 ['c_000000000003', 'polyA_site_05588_-_readcount_2', 'ORF_004688', '-'],
 ['c_000000000003', 'polyA_site_05589_-_readcount_2', 'ORF_004690-b', '-'],
 ['c_000000000003', 'polyA_site_05590_-_readcount_31', 'ORF_004697', '-'],
 ['c_000000000003', 'polyA_site_05592_-_readcount_3', 'ORF_004701', '-'],
 ['c_000000000003', 'polyA_site_05593_-_readcount_136', 'ORF_004703', '-'],
 ['c_000000000003', 'polyA_site_05594_-_readcount_1', 'ORF_004704', '-'],
 ['c_000000000003', 'polyA_site_05595_-_readcount_7', 'FUN_000627', '-'],
 ['c_000000000003', 'polyA_site_05596_-_readcount_2', 'ORF_004705', '-'],
 ['c_000000000003', 'polyA_site_05597_-_readcount_1', 'ORF_004706', '-'],
 ['c_000000000003', 'polyA_site_05598_-_readcount_2', 'ORF_004707', '-'],
 ['c_000000000003', 'polyA_site_05599_-_readcount_2', 'ORF_004710', '-'],
 ['c_000000000003', 'polyA_site_05601_-_readcount_4', 'ORF_004714', '-'],
 ['c_000000000003', 'polyA_site_05602_-_readcount_1', 'ORF_004724', '-'],
 ['c_000000000003', 'polyA_site_05603_-_readcount_1', 'FUN_000652', '-'],
 ['c_000000000003', 'polyA_site_05605_-_readcount_12', 'ORF_004726', '-'],
 ['c_000000000003', 'polyA_site_05607_-_readcount_1', 'ORF_004732', '-'],
 ['c_000000000003', 'polyA_site_05608_-_readcount_3', 'ORFr_005080', '-'],
 ['c_000000000003', 'polyA_site_05610_-_readcount_5', 'ORF_004737', '-'],
 ['c_000000000003', 'polyA_site_05611_-_readcount_5', 'ORF_004738', '-'],
 ['c_000000000003', 'polyA_site_05612_-_readcount_5', 'ORF_004739', '-'],
 ['c_000000000003', 'polyA_site_05613_-_readcount_1', 'ORF_004739', '-'],
 ['c_000000000003', 'polyA_site_05614_-_readcount_2', 'ORF_004741', '-'],
 ['c_000000000003', 'polyA_site_05615_-_readcount_7', 'ORF_004742', '-'],
 ['c_000000000003', 'polyA_site_05616_-_readcount_5', 'ORF_004745', '-'],
 ['c_000000000003', 'polyA_site_05618_-_readcount_2', 'ORF_004748', '-'],
 ['c_000000000003', 'polyA_site_05620_-_readcount_117', 'ORF_004754', '-'],
 ['c_000000000003', 'polyA_site_05621_-_readcount_2', 'ORF_004755', '-'],
 ['c_000000000003', 'polyA_site_05622_-_readcount_18', 'ORF_004755', '-'],
 ['c_000000000003', 'polyA_site_05624_-_readcount_1', 'ORF_004761', '-'],
 ['c_000000000003', 'polyA_site_05625_-_readcount_2', 'FUN_000697', '-'],
 ['c_000000000003', 'polyA_site_05626_-_readcount_8', 'ORF_004769', '-'],
 ['c_000000000003', 'polyA_site_05627_-_readcount_1', 'ORFr_005116', '-'],
 ['c_000000000003', 'polyA_site_05629_-_readcount_12', 'ORF_004774', '-'],
 ['c_000000000003', 'polyA_site_05630_-_readcount_1', 'ORF_004774', '-'],
 ['c_000000000003', 'polyA_site_05631_-_readcount_1', 'ORF_004776', '-'],
 ['c_000000000003', 'polyA_site_05632_-_readcount_11', 'ORF_004777', '-'],
 ['c_000000000003', 'polyA_site_05633_-_readcount_6', 'ORF_004779', '-'],
 ['c_000000000003', 'polyA_site_05634_-_readcount_3', 'ORF_004783', '-'],
 ['c_000000000003', 'polyA_site_05635_-_readcount_3', 'ORF_004785', '-'],
 ['c_000000000003', 'polyA_site_05636_-_readcount_1', 'ORF_004786', '-'],
 ['c_000000000003', 'polyA_site_05637_-_readcount_16', 'ORF_004788', '-'],
 ['c_000000000003', 'polyA_site_05639_-_readcount_1', 'ORF_004795', '-'],
 ['c_000000000003', 'polyA_site_05640_-_readcount_18', 'ORF_004797', '-'],
 ['c_000000000003', 'polyA_site_05641_-_readcount_2', 'ORF_004797', '-'],
 ['c_000000000003', 'polyA_site_05642_-_readcount_48', 'ORF_004797', '-'],
 ['c_000000000003', 'polyA_site_05643_-_readcount_10', 'ORF_004797', '-'],
 ['c_000000000003', 'polyA_site_05644_-_readcount_1', 'ORF_004797', '-'],
 ['c_000000000003', 'polyA_site_05645_-_readcount_18', 'ORF_004800', '-'],
 ['c_000000000003', 'polyA_site_05646_-_readcount_1', 'ORF_004800', '-'],
 ['c_000000000003', 'polyA_site_05647_-_readcount_1', 'ORF_004805', '-'],
 ['c_000000000003', 'polyA_site_05648_-_readcount_1', 'ORF_004807', '-'],
 ['c_000000000003', 'polyA_site_05649_-_readcount_9', 'ORF_004807', '-'],
 ['c_000000000003', 'polyA_site_05653_-_readcount_22', 'ORF_004825', '-'],
 ['c_000000000003', 'polyA_site_05654_-_readcount_1', 'ORF_004832', '-'],
 ['c_000000000003', 'polyA_site_05655_-_readcount_1', 'ORF_004832', '-'],
 ['c_000000000003', 'polyA_site_05656_-_readcount_16', 'ORF_004833', '-'],
 ['c_000000000003', 'polyA_site_05657_-_readcount_1', 'ORF_004833', '-'],
 ['c_000000000003', 'polyA_site_05658_-_readcount_10', 'ORF_004833', '-'],
 ['c_000000000003', 'polyA_site_05659_-_readcount_1', 'ORF_004834', '-'],
 ['c_000000000003', 'polyA_site_05661_-_readcount_2', 'ORF_004840', '-'],
 ['c_000000000003', 'polyA_site_05662_-_readcount_1', 'ORF_004845', '-'],
 ['c_000000000003', 'polyA_site_05663_-_readcount_21', 'ORF_004848', '-'],
 ['c_000000000003', 'polyA_site_05664_-_readcount_6', 'ORF_004849', '-'],
 ['c_000000000003', 'polyA_site_05665_-_readcount_151', 'ORF_004852', '-'],
 ['c_000000000003', 'polyA_site_05666_-_readcount_2', 'ORF_004853', '-'],
 ['c_000000000003', 'polyA_site_05667_-_readcount_353', 'ORF_004855', '-'],
 ['c_000000000003', 'polyA_site_05668_-_readcount_1', 'ORF_004855', '-'],
 ['c_000000000003', 'polyA_site_05669_-_readcount_6', 'ORF_004856', '-'],
 ['c_000000000003', 'polyA_site_05670_-_readcount_1', 'ORF_004856', '-'],
 ['c_000000000003', 'polyA_site_05671_-_readcount_6', 'ORF_004859-b', '-'],
 ['c_000000000003', 'polyA_site_05672_-_readcount_2', 'ORF_004864', '-'],
 ['c_000000000003', 'polyA_site_05673_-_readcount_1', 'ORF_004874', '-'],
 ['c_000000000003', 'polyA_site_05674_-_readcount_1', 'ORF_004874', '-'],
 ['c_000000000003', 'polyA_site_05675_-_readcount_8', 'ORF_004875', '-'],
 ['c_000000000003', 'polyA_site_05678_-_readcount_1', 'ORF_004881', '-'],
 ['c_000000000003', 'polyA_site_05679_-_readcount_2', 'FUN_000834', '-'],
 ['c_000000000003', 'polyA_site_05681_-_readcount_226', 'ORF_004887', '-'],
 ['c_000000000003', 'polyA_site_05682_-_readcount_1', 'ORF_004887', '-'],
 ['c_000000000003', 'polyA_site_05683_-_readcount_1', 'ORF_004889', '-'],
 ['c_000000000003', 'polyA_site_05684_-_readcount_4', 'ORF_004892', '-'],
 ['c_000000000003', 'polyA_site_05685_-_readcount_68', 'ORF_004893', '-'],
 ['c_000000000003', 'polyA_site_05686_-_readcount_1', 'ORF_004893', '-'],
 ['c_000000000003', 'polyA_site_05687_-_readcount_6', 'ORF_004895', '-'],
 ['c_000000000003', 'polyA_site_05688_-_readcount_55', 'ORF_004896', '-'],
 ['c_000000000003', 'polyA_site_05689_-_readcount_1', 'ORF_004896', '-'],
 ['c_000000000003', 'polyA_site_05690_-_readcount_22', 'ORF_004897', '-'],
 ['c_000000000003', 'polyA_site_05692_-_readcount_10', 'ORF_004905', '-'],
 ['c_000000000003', 'polyA_site_05701_-_readcount_1', 'ORF_004918', '-'],
 ['c_000000000003', 'polyA_site_05702_-_readcount_13', 'ORF_004919', '-'],
 ['c_000000000003', 'polyA_site_05703_-_readcount_2', 'ORF_004920', '-'],
 ['c_000000000003', 'polyA_site_05704_-_readcount_3', 'ORF_004921', '-'],
 ['c_000000000003', 'polyA_site_05705_-_readcount_3', 'ORF_004924', '-'],
 ['c_000000000003', 'polyA_site_05707_-_readcount_2', 'ORF_004930', '-'],
 ['c_000000000003', 'polyA_site_05708_-_readcount_23', 'ORF_004932', '-'],
 ['c_000000000003', 'polyA_site_05709_-_readcount_9', 'ORF_004934', '-'],
 ['c_000000000702', 'polyA_site_05711_-_readcount_1', 'ORF_004940', '-'],
 ['c_000000000702', 'polyA_site_05712_-_readcount_3', 'ORF_004943', '-'],
 ['c_000000000702', 'polyA_site_05713_-_readcount_2', 'ORF_004946', '-'],
 ['c_000000000702', 'polyA_site_05714_-_readcount_1', 'ORF_004947', '-'],
 ['c_000000000702', 'polyA_site_05715_-_readcount_4', 'ORF_004948', '-'],
 ['c_000000000702', 'polyA_site_05716_-_readcount_1', 'FUN_007525', '-'],
 ['c_000000000702', 'polyA_site_05717_-_readcount_3', 'ORF_004951', '-'],
 ['c_000000000702', 'polyA_site_05719_-_readcount_1', 'ORF_004954', '-'],
 ['c_000000000702', 'polyA_site_05723_-_readcount_2', 'ORF_004956', '-'],
 ['c_000000000702', 'polyA_site_05724_-_readcount_12', 'ORF_004959', '-'],
 ['c_000000000702', 'polyA_site_05725_-_readcount_4', 'ORF_004960', '-'],
 ['c_000000000702', 'polyA_site_05726_-_readcount_3', 'ORF_004961', '-'],
 ['c_000000000702', 'polyA_site_05727_-_readcount_2', 'ORF_004963', '-'],
 ['c_000000000702', 'polyA_site_05728_-_readcount_22', 'ORF_004968', '-'],
 ['c_000000000702', 'polyA_site_05729_-_readcount_4', 'ORF_004970', '-'],
 ['c_000000000702', 'polyA_site_05730_-_readcount_4', 'ORF_004971', '-'],
 ['c_000000000702', 'polyA_site_05731_-_readcount_1', 'ORF_004972', '-'],
 ['c_000000000702', 'polyA_site_05732_-_readcount_1', 'ORF_004976-b', '-'],
 ['c_000000000702', 'polyA_site_05734_-_readcount_1', 'ORF_004979', '-'],
 ['c_000000000702', 'polyA_site_05735_-_readcount_9', 'ORF_004980', '-'],
 ['c_000000000702', 'polyA_site_05736_-_readcount_6', 'ORF_004982', '-'],
 ['c_000000000702', 'polyA_site_05737_-_readcount_2', 'ORF_004983', '-'],
 ['c_000000000702', 'polyA_site_05740_-_readcount_12', 'ORF_004987', '-'],
 ['c_000000000702', 'polyA_site_05741_-_readcount_494', 'ORF_004992', '-'],
 ['c_000000000702', 'polyA_site_05742_-_readcount_1', 'ORF_004995', '-'],
 ['c_000000000702', 'polyA_site_05743_-_readcount_195', 'ORF_004997', '-'],
 ['c_000000000702', 'polyA_site_05744_-_readcount_7', 'ORF_004997', '-'],
 ['c_000000000702', 'polyA_site_05750_-_readcount_1', 'ORF_005004', '-'],
 ['c_000000000702', 'polyA_site_05753_-_readcount_2', 'ORF_005008', '-'],
 ['c_000000000702', 'polyA_site_05754_-_readcount_1', 'ORF_005010', '-'],
 ['c_000000000702', 'polyA_site_05755_-_readcount_28', 'ORF_005015', '-'],
 ['c_000000000702', 'polyA_site_05758_-_readcount_1', 'ORF_005017', '-'],
 ['c_000000000702', 'polyA_site_05759_-_readcount_1', 'ORF_005018-a', '-'],
 ['c_000000000702', 'polyA_site_05760_-_readcount_14', 'ORF_005019', '-'],
 ['c_000000000702', 'polyA_site_05761_-_readcount_9', 'ORF_005021', '-'],
 ['c_000000000702', 'polyA_site_05762_-_readcount_1', 'ORF_005023', '-'],
 ['c_000000000702', 'polyA_site_05764_-_readcount_1', 'ORF_005027', '-'],
 ['c_000000000702', 'polyA_site_05765_-_readcount_2', 'ORF_005029', '-'],
 ['c_000000000702', 'polyA_site_05767_-_readcount_2', 'ORF_005032', '-'],
 ['c_000000000702', 'polyA_site_05768_-_readcount_22', 'ORF_005034', '-'],
 ['c_000000000702', 'polyA_site_05769_-_readcount_9', 'ORF_005037', '-'],
 ['c_000000000702', 'polyA_site_05770_-_readcount_1', 'ORF_005040', '-'],
 ['c_000000000702', 'polyA_site_05771_-_readcount_3', 'ORF_005041', '-'],
 ['c_000000000702', 'polyA_site_05772_-_readcount_4', 'ORF_005041-b', '-'],
 ['c_000000000702', 'polyA_site_05774_-_readcount_5', 'ORF_005045', '-'],
 ['c_000000000702', 'polyA_site_05777_-_readcount_4', 'ORF_005051', '-'],
 ['c_000000000702', 'polyA_site_05779_-_readcount_5', 'ORF_005054', '-'],
 ['c_000000000702', 'polyA_site_05780_-_readcount_2', 'ORF_005056', '-'],
 ['c_000000000702', 'polyA_site_05781_-_readcount_2', 'ORF_005057', '-'],
 ['c_000000000702', 'polyA_site_05783_-_readcount_5', 'ORF_005058', '-'],
 ['c_000000000702', 'polyA_site_05784_-_readcount_1', 'ORF_005058', '-'],
 ['c_000000000702', 'polyA_site_05785_-_readcount_3', 'ORF_005058', '-'],
 ['c_000000000702', 'polyA_site_05786_-_readcount_3', 'ORF_005060', '-'],
 ['c_000000000702', 'polyA_site_05787_-_readcount_1', 'ORFr_005432', '-'],
 ['c_000000000702', 'polyA_site_05788_-_readcount_2', 'ORF_005062', '-'],
 ['c_000000000702', 'polyA_site_05789_-_readcount_2', 'ORF_005061', '-'],
 ['c_000000000702', 'polyA_site_05790_-_readcount_3', 'ORF_005066', '-'],
 ['c_000000000702', 'polyA_site_05791_-_readcount_7', 'ORF_005066', '-'],
 ['c_000000000702', 'polyA_site_05793_-_readcount_57', 'ORF_005068', '-'],
 ['c_000000000702', 'polyA_site_05794_-_readcount_7', 'ORF_005072', '-'],
 ['c_000000000702', 'polyA_site_05795_-_readcount_6', 'ORF_005074', '-'],
 ['c_000000000702', 'polyA_site_05796_-_readcount_4', 'ORF_005075', '-'],
 ['c_000000000702', 'polyA_site_05797_-_readcount_1', 'ORF_005075', '-'],
 ['c_000000000702', 'polyA_site_05798_-_readcount_11', 'ORF_005076', '-'],
 ['c_000000000702', 'polyA_site_05799_-_readcount_45', 'ORF_005084', '-'],
 ['c_000000000702', 'polyA_site_05800_-_readcount_47', 'ORF_005086', '-'],
 ['c_000000000702', 'polyA_site_05801_-_readcount_1', 'ORF_005087', '-'],
 ['c_000000000702', 'polyA_site_05802_-_readcount_2', 'ORF_005089', '-'],
 ['c_000000000702', 'polyA_site_05803_-_readcount_1', 'ORF_005090', '-'],
 ['c_000000000702', 'polyA_site_05804_-_readcount_6', 'ORF_005091', '-'],
 ['c_000000000702', 'polyA_site_05805_-_readcount_175', 'ORF_005097', '-'],
 ['c_000000000702', 'polyA_site_05806_-_readcount_1', 'ORF_005098', '-'],
 ['c_000000000702', 'polyA_site_05808_-_readcount_34', 'ORF_005099', '-'],
 ['c_000000000702', 'polyA_site_05809_-_readcount_2', 'ORF_005105', '-'],
 ['c_000000000702', 'polyA_site_05810_-_readcount_81', 'ORF_005108', '-'],
 ['c_000000000702', 'polyA_site_05812_-_readcount_1', 'ORF_005114', '-'],
 ['c_000000000702', 'polyA_site_05813_-_readcount_5', 'ORF_005113', '-'],
 ['c_000000000702', 'polyA_site_05815_-_readcount_3', 'ORF_005117', '-'],
 ['c_000000000702', 'polyA_site_05816_-_readcount_1', 'ORF_005117', '-'],
 ['c_000000000702', 'polyA_site_05819_-_readcount_50', 'ORF_005129', '-'],
 ['c_000000000702', 'polyA_site_05820_-_readcount_1', 'ORF_005131', '-'],
 ['c_000000000702', 'polyA_site_05826_-_readcount_2', 'ORF_005139', '-'],
 ['c_000000000702', 'polyA_site_05827_-_readcount_12', 'ORF_005140', '-'],
 ['c_000000000702', 'polyA_site_05828_-_readcount_74', 'ORF_005144', '-'],
 ['c_000000000702', 'polyA_site_05829_-_readcount_4', 'ORF_005145', '-'],
 ['c_000000000702', 'polyA_site_05830_-_readcount_67', 'ORF_005146', '-'],
 ['c_000000000702', 'polyA_site_05831_-_readcount_1', 'ORF_005146', '-'],
 ['c_000000000702', 'polyA_site_05832_-_readcount_2', 'ORF_005147', '-'],
 ['c_000000000702', 'polyA_site_05833_-_readcount_1', 'ORF_005148', '-'],
 ['c_000000000702', 'polyA_site_05835_-_readcount_7', 'ORF_005159', '-'],
 ['c_000000000702', 'polyA_site_05837_-_readcount_5', 'ORF_005166', '-'],
 ['c_000000000702', 'polyA_site_05840_-_readcount_6', 'ORF_005170', '-'],
 ['c_000000000702', 'polyA_site_05842_-_readcount_8', 'FUN_007777', '-'],
 ['c_000000000702', 'polyA_site_05843_-_readcount_12', 'ORF_005172', '-'],
 ['c_000000000702', 'polyA_site_05844_-_readcount_12', 'ORF_005176', '-'],
 ['c_000000000702', 'polyA_site_05845_-_readcount_2', 'ORF_005176', '-'],
 ['c_000000000017', 'polyA_site_05846_-_readcount_675', 'ORF_005186', '-'],
 ['c_000000000017', 'polyA_site_05847_-_readcount_29', 'ORF_005190', '-'],
 ['c_000000000017', 'polyA_site_05848_-_readcount_1', 'ORF_005190', '-'],
 ['c_000000000017', 'polyA_site_05849_-_readcount_5', 'ORF_005192', '-'],
 ['c_000000000017', 'polyA_site_05850_-_readcount_17', 'ORF_005198', '-'],
 ['c_000000000017', 'polyA_site_05851_-_readcount_1', 'FUN_004495', '-'],
 ['c_000000000017', 'polyA_site_05852_-_readcount_3', 'ORF_005200', '-'],
 ['c_000000000017', 'polyA_site_05853_-_readcount_124', 'ORF_005200', '-'],
 ['c_000000000017', 'polyA_site_05854_-_readcount_1', 'ORF_005200', '-'],
 ['c_000000000017', 'polyA_site_05855_-_readcount_4', 'ORF_005203', '-'],
 ['c_000000000017', 'polyA_site_05856_-_readcount_5', 'ORF_005204', '-'],
 ['c_000000000017', 'polyA_site_05859_-_readcount_7', 'ORF_005207', '-'],
 ['c_000000000017', 'polyA_site_05861_-_readcount_2', 'ORF_005216', '-'],
 ['c_000000000017', 'polyA_site_05862_-_readcount_5', 'ORF_005217', '-'],
 ['c_000000000017', 'polyA_site_05864_-_readcount_8', 'ORF_005221-b', '-'],
 ['c_000000000017', 'polyA_site_05865_-_readcount_3', 'ORF_005222', '-'],
 ['c_000000000017', 'polyA_site_05866_-_readcount_2', 'ORF_005225', '-'],
 ['c_000000000017', 'polyA_site_05867_-_readcount_3', 'ORF_005225', '-'],
 ['c_000000000017', 'polyA_site_05868_-_readcount_2', 'ORF_005228', '-'],
 ['c_000000000017', 'polyA_site_05870_-_readcount_10', 'ORF_005232', '-'],
 ['c_000000000017', 'polyA_site_05873_-_readcount_29', 'ORF_005236', '-'],
 ['c_000000000017', 'polyA_site_05874_-_readcount_7', 'ORF_005236', '-'],
 ['c_000000000017', 'polyA_site_05875_-_readcount_2', 'ORF_005237', '-'],
 ['c_000000000017', 'polyA_site_05876_-_readcount_1', 'ORF_005237', '-'],
 ['c_000000000017', 'polyA_site_05877_-_readcount_37', 'ORF_005239', '-'],
 ['c_000000000017', 'polyA_site_05879_-_readcount_7', 'ORF_005243', '-'],
 ['c_000000000017', 'polyA_site_05880_-_readcount_1', 'ORF_005248', '-'],
 ['c_000000000017', 'polyA_site_05881_-_readcount_1', 'ORF_005248', '-'],
 ['c_000000000017', 'polyA_site_05882_-_readcount_1', 'ORF_005249', '-'],
 ['c_000000000017', 'polyA_site_05884_-_readcount_18', 'ORF_005256', '-'],
 ['c_000000000017', 'polyA_site_05886_-_readcount_1', 'ORF_005257', '-'],
 ['c_000000000017', 'polyA_site_05889_-_readcount_7', 'ORF_005263', '-'],
 ['c_000000000017', 'polyA_site_05892_-_readcount_79', 'ORF_005276', '-'],
 ['c_000000000017', 'polyA_site_05894_-_readcount_39', 'ORF_005278', '-'],
 ['c_000000000017', 'polyA_site_05897_-_readcount_1', 'FUN_004617', '-'],
 ['c_000000000017', 'polyA_site_05898_-_readcount_1', 'ORF_005293', '-'],
 ['c_000000000017', 'polyA_site_05903_-_readcount_60', 'ORF_005301', '-'],
 ['c_000000000017', 'polyA_site_05904_-_readcount_14', 'ORF_005301', '-'],
 ['c_000000000017', 'polyA_site_05905_-_readcount_48', 'ORF_005301', '-'],
 ['c_000000000017', 'polyA_site_05906_-_readcount_2', 'ORF_005301', '-'],
 ['c_000000000017', 'polyA_site_05907_-_readcount_145', 'ORF_005307', '-'],
 ['c_000000000017', 'polyA_site_05909_-_readcount_285', 'ORF_005310', '-'],
 ['c_000000000017', 'polyA_site_05911_-_readcount_2', 'ORF_005315', '-'],
