[['c_000000000699', 'polyA_site_00001_+_readcount_1', 'FUN_006903', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02471_+_readcount_35', 'ORF_004985', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02472_+_readcount_9', 'ORF_004991', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02473_+_readcount_3', 'ORF_004991', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02474_+_readcount_50', 'ORF_004994', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02475_+_readcount_2', 'ORF_004996', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02476_+_readcount_26', 'ORF_004996', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02477_+_readcount_1', 'ORF_005000', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02478_+_readcount_12', 'ORF_005000', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02479_+_readcount_1', 'ORF_005001', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02480_+_readcount_322', 'ORF_005001', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02481_+_readcount_4', 'ORF_005001', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02482_+_readcount_1', 'ORF_005005', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02483_+_readcount_1', 'ORF_005006', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02484_+_readcount_4', 'ORF_005009', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02485_+_readcount_1', 'ORF_005012', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02486_+_readcount_3', 'ORF_005013', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02487_+_readcount_1', 'ORF_005014', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02488_+_readcount_5', 'ORF_005020', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02489_+_readcount_1', 'ORF_005024', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02491_+_readcount_1', 'ORFr_005402', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02492_+_readcount_2', 'ORF_005035', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02493_+_readcount_1', 'ORF_005036', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02494_+_readcount_2', 'ORF_005039', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02496_+_readcount_22', 'ORF_005046', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02497_+_readcount_1', 'ORF_005047_1', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02498_+_readcount_3', 'ORF_005049', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02499_+_readcount_1', 'ORF_005049', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02500_+_readcount_4', 'ORF_005052', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02501_+_readcount_1', 'ORF_005052', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02502_+_readcount_2', 'ORF_005053', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02503_+_readcount_1', 'ORF_005053', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02504_+_readcount_1', 'FUN_007657', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02505_+_readcount_18', 'ORF_005059', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02507_+_readcount_10', 'ORF_005064', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02508_+_readcount_1', 'ORF_005065', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02509_+_readcount_10', 'ORF_005067', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02510_+_readcount_8', 'ORF_005067', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02511_+_readcount_2', 'ORF_005071', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02512_+_readcount_1', 'FUN_007678-c', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02513_+_readcount_70', 'ORF_005080', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02514_+_readcount_7', 'ORF_005081', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02516_+_readcount_4', 'ORF_005092', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02517_+_readcount_7', 'ORF_005094', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02518_+_readcount_1', 'ORF_005094', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02519_+_readcount_1', 'ORF_005094', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02522_+_readcount_3', 'ORF_005095', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02523_+_readcount_21', 'ORF_005095', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02524_+_readcount_1', 'FUN_007697', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02525_+_readcount_13', 'ORF_005096', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02526_+_readcount_1', 'ORF_005101', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02527_+_readcount_1', 'ORF_005102', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02528_+_readcount_3', 'ORF_005103', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02529_+_readcount_1', 'ORF_005104', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02530_+_readcount_2', 'ORF_005106', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02531_+_readcount_2', 'ORF_005107', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02532_+_readcount_3', 'ORF_005109', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02533_+_readcount_65', 'ORF_005110', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02534_+_readcount_105', 'ORF_005112', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02535_+_readcount_1', 'ORF_005112', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02536_+_readcount_3', 'ORF_005112', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02537_+_readcount_1', 'ORF_005112', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02539_+_readcount_2', 'ORF_005116', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02540_+_readcount_5', 'ORF_005120', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02541_+_readcount_1', 'ORF_005126', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02542_+_readcount_1', 'ORF_005126', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02543_+_readcount_4', 'ORF_005128', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02544_+_readcount_16', 'ORF_005130', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02546_+_readcount_4', 'ORF_005136', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02547_+_readcount_34', 'ORF_005138', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02548_+_readcount_1', 'ORF_005141', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02550_+_readcount_3', 'ORF_005153', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02551_+_readcount_2', 'ORF_005156', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02555_+_readcount_1', 'ORF_005158', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02557_+_readcount_1', 'ORF_005160', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02558_+_readcount_28', 'ORF_005160', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02559_+_readcount_1', 'ORF_005160', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02562_+_readcount_1', 'ORF_005167', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02565_+_readcount_1', 'ORF_005174', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02566_+_readcount_38', 'ORF_005175', '+', 'yes'],
 ['c_000000000702', 'polyA_site_02569_+_readcount_9', 'ORF_005180', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02572_+_readcount_10', 'ORF_005187', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02573_+_readcount_12', 'ORF_005187', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02574_+_readcount_5', 'ORF_005188', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02577_+_readcount_2', 'ORF_005195', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02579_+_readcount_2', 'ORF_005199', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02580_+_readcount_1', 'ORF_005201', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02582_+_readcount_6', 'ORF_005208', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02583_+_readcount_27', 'ORF_005209', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02584_+_readcount_2', 'ORF_005211', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02585_+_readcount_1', 'ORF_005212', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02586_+_readcount_1', 'ORF_005213', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02589_+_readcount_24', 'ORF_005223', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02590_+_readcount_3', 'ORF_005234', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02591_+_readcount_3', 'ORF_005238', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02592_+_readcount_2', 'ORF_005244', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02593_+_readcount_3', 'ORF_005245', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02595_+_readcount_1', 'ORF_005247', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02596_+_readcount_1', 'ORF_005251', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02597_+_readcount_3', 'ORF_005253', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02598_+_readcount_12', 'ORF_005254', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02599_+_readcount_57', 'ORF_005255', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02600_+_readcount_20', 'ORF_005261', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02603_+_readcount_4', 'ORF_005268', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02604_+_readcount_1', 'ORF_005268', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02605_+_readcount_1', 'ORF_005272', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02607_+_readcount_1', 'ORF_005280', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02613_+_readcount_2', 'ORF_005291', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02614_+_readcount_2', 'ORF_005292', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02616_+_readcount_5', 'ORF_005300', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02617_+_readcount_22', 'ORF_005302', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02618_+_readcount_1', 'ORF_005302', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02620_+_readcount_1', 'ORF_005309', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02621_+_readcount_2', 'ORF_005311', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02622_+_readcount_5', 'ORF_005313', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02623_+_readcount_6', 'ORF_005316', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02624_+_readcount_1', 'ORF_005316', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02625_+_readcount_8', 'ORF_005319', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02626_+_readcount_22', 'ORF_005321', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02628_+_readcount_2', 'ORF_005327', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02629_+_readcount_6', 'ORF_005335', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02630_+_readcount_1', 'ORF_005335', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02631_+_readcount_245', 'ORF_005338', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02632_+_readcount_1', 'ORF_005338', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02633_+_readcount_14', 'ORF_005340-b', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02634_+_readcount_12', 'ORF_005341', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02635_+_readcount_1', 'ORF_005341', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02636_+_readcount_5', 'ORF_005342', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02639_+_readcount_5', 'FUN_004691', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02640_+_readcount_2', 'ORF_005355', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02641_+_readcount_2', 'ORF_005355', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02645_+_readcount_1', 'ORF_005362', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02647_+_readcount_1', 'ORF_005372', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02651_+_readcount_1', 'ORF_005382', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02652_+_readcount_3', 'ORF_005386', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02654_+_readcount_5', 'FUN_004741', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02655_+_readcount_4', 'ORF_005395', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02656_+_readcount_1', 'ORF_005398', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02657_+_readcount_59', 'ORF_005398', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02659_+_readcount_4', 'ORF_005402', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02660_+_readcount_2', 'ORF_005405', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02661_+_readcount_1', 'ORF_005413', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02662_+_readcount_1', 'ORF_005414', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02663_+_readcount_1', 'ORF_005415', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02664_+_readcount_5', 'ORF_005417', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02665_+_readcount_2', 'ORF_005418', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02667_+_readcount_17', 'ORF_005421', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02669_+_readcount_3', 'ORF_005423', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02670_+_readcount_7', 'ORF_005427', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02671_+_readcount_1', 'ORF_005428', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02673_+_readcount_8', 'ORF_005432', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02675_+_readcount_4', 'ORF_005435', '+', 'yes'],
 ['c_000000000017', 'polyA_site_02676_+_readcount_3', 'ORF_005438', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02677_+_readcount_5', 'ORF_005439-a', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02678_+_readcount_1', 'ORF_005446', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02679_+_readcount_1', 'ORF_005455', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02683_+_readcount_8', 'ORF_005459', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02684_+_readcount_100', 'ORF_005462', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02685_+_readcount_2', 'ORF_005462', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02686_+_readcount_1', 'ORF_005464', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02687_+_readcount_17', 'ORF_005466', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02688_+_readcount_1', 'ORF_005468', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02689_+_readcount_4', 'ORF_005468', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02690_+_readcount_1', 'ORF_005469', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02691_+_readcount_1', 'FUN_005113', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02692_+_readcount_22', 'FUN_005113', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02693_+_readcount_14', 'FUN_005113', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02694_+_readcount_2', 'ORF_005479', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02695_+_readcount_1', 'ORF_005482', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02696_+_readcount_1', 'ORF_005483', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02697_+_readcount_2', 'ORF_005484', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02698_+_readcount_44', 'ORF_005484', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02699_+_readcount_1', 'ORF_005487', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02700_+_readcount_1', 'ORF_005488', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02702_+_readcount_3', 'ORF_005490', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02703_+_readcount_1', 'ORF_005493', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02704_+_readcount_2', 'ORF_005501', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02705_+_readcount_10', 'ORF_005502', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02706_+_readcount_11', 'ORF_005504', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02707_+_readcount_4', 'ORF_005505', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02708_+_readcount_1', 'ORF_005512', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02709_+_readcount_7', 'ORF_005514', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02711_+_readcount_4', 'ORF_005519-d', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02712_+_readcount_6', 'ORF_005519-d', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02713_+_readcount_3', 'ORF_005525', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02714_+_readcount_1', 'ORF_005525', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02715_+_readcount_8', 'ORF_005527', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02716_+_readcount_15', 'ORF_005532', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02718_+_readcount_2', 'ORF_005534-b', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02719_+_readcount_3', 'ORF_005535', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02721_+_readcount_2', 'ORF_005537', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02722_+_readcount_6', 'ORF_005539', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02724_+_readcount_1', 'ORF_005547', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02725_+_readcount_11', 'ORF_005549', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02727_+_readcount_2', 'ORF_005551', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02728_+_readcount_126', 'ORF_005556', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02729_+_readcount_1', 'ORF_005556', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02730_+_readcount_1', 'ORF_005556', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02731_+_readcount_5', 'ORF_005557', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02732_+_readcount_2', 'ORF_005558', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02733_+_readcount_5', 'ORF_005564', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02734_+_readcount_1', 'FUN_005234', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02735_+_readcount_22', 'FUN_005234', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02738_+_readcount_2', 'ORF_005566', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02739_+_readcount_84', 'ORF_005575', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02742_+_readcount_1', 'ORF_005589', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02743_+_readcount_54', 'ORF_005589', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02744_+_readcount_1', 'ORF_005589', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02745_+_readcount_9', 'ORF_005591', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02746_+_readcount_1', 'ORF_005592', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02748_+_readcount_2', 'ORF_005596', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02749_+_readcount_12', 'ORF_005598', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02751_+_readcount_6', 'ORF_005602', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02754_+_readcount_18', 'ORF_005607', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02755_+_readcount_62', 'ORF_005609', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02756_+_readcount_38', 'ORF_005611', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02757_+_readcount_2', 'ORF_005612', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02758_+_readcount_10', 'ORF_005614', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02759_+_readcount_59', 'ORF_005616', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02760_+_readcount_2', 'ORF_005616', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02761_+_readcount_1', 'ORF_005619', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02762_+_readcount_3', 'ORF_005623', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02763_+_readcount_15', 'ORF_005623', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02766_+_readcount_2', 'ORF_005629', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02767_+_readcount_1', 'ORF_005633', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02768_+_readcount_6', 'ORF_005634', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02769_+_readcount_4', 'ORF_005638', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02770_+_readcount_1', 'ORF_005639', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02771_+_readcount_4', 'ORF_005639', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02772_+_readcount_175', 'ORF_005643', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02773_+_readcount_4', 'ORF_005644', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02775_+_readcount_2', 'ORF_005651', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02779_+_readcount_1', 'ORF_005660', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02781_+_readcount_3', 'FUN_005347', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02782_+_readcount_241', 'FUN_005347', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02784_+_readcount_1', 'FUN_005356', '+', 'yes'],
 ['c_000000000021', 'polyA_site_02785_+_readcount_1', 'FUN_005356', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02786_+_readcount_2', 'ORF_005675', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02789_+_readcount_1', 'ORF_005691', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02791_+_readcount_18', 'ORF_005694', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02793_+_readcount_1', 'ORF_005700', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02794_+_readcount_1', 'ORF_005702', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02795_+_readcount_22', 'ORF_005703', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02796_+_readcount_2', 'ORF_005704', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02797_+_readcount_427', 'ORF_005704', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02798_+_readcount_5', 'ORF_005704', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02799_+_readcount_1', 'ORF_005706', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02800_+_readcount_1', 'ORF_005707', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02801_+_readcount_2', 'ORF_005707', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02803_+_readcount_9', 'ORF_005720', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02804_+_readcount_5', 'ORF_005730', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02805_+_readcount_2', 'ORF_005732', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02806_+_readcount_4', 'ORF_005735', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02807_+_readcount_11', 'ORF_005735', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02810_+_readcount_1', 'ORF_005740', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02812_+_readcount_1', 'ORF_005744', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02813_+_readcount_1', 'ORF_005746', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02814_+_readcount_1', 'ORF_005750', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02815_+_readcount_1', 'ORF_005752', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02816_+_readcount_8', 'ORF_005753', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02817_+_readcount_6', 'ORF_005756', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02819_+_readcount_39', 'ORF_005761', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02820_+_readcount_16', 'ORF_005762', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02822_+_readcount_2', 'ORF_005770', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02823_+_readcount_1', 'ORF_005772', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02825_+_readcount_13', 'ORF_005779', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02826_+_readcount_4', 'ORF_005781', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02829_+_readcount_4', 'ORF_005784', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02830_+_readcount_32', 'ORF_005790', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02831_+_readcount_3', 'FUN_004946', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02832_+_readcount_2', 'ORF_005793', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02834_+_readcount_6', 'ORF_005795', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02835_+_readcount_16', 'ORF_005800', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02836_+_readcount_3', 'ORF_005803-b', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02837_+_readcount_6', 'ORF_005805', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02838_+_readcount_8', 'ORF_005808', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02839_+_readcount_1', 'ORF_005808', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02840_+_readcount_1', 'ORF_005809', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02841_+_readcount_117', 'ORF_005810', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02842_+_readcount_1', 'ORF_005811', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02844_+_readcount_1', 'ORF_005819', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02845_+_readcount_10', 'ORF_005819', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02846_+_readcount_1', 'ORF_005820', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02848_+_readcount_1', 'ORF_005823', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02852_+_readcount_2', 'ORF_005824', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02853_+_readcount_1', 'ORF_005834', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02854_+_readcount_2', 'ORF_005835', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02855_+_readcount_2', 'ORF_005837', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02856_+_readcount_13', 'ORF_005843', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02858_+_readcount_1', 'ORF_005845', '+', 'yes'],
 ['c_000000000019', 'polyA_site_02859_+_readcount_1', 'ORF_005855', '+', 'yes'],
